code,name,description,is_enabled,extra
R049,"HEMORRAGIA DE LAS VIAS RESPIRATORIAS, NO ESPECIFICADA",HEMORRAGIAS DE LAS VIAS RESPIRATORIAS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R05X,TOS,TOS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R060,DISNEA,ANORMALIDADES DE LA RESPIRACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R061,ESTRIDOR,ANORMALIDADES DE LA RESPIRACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R062,SILBIDO,ANORMALIDADES DE LA RESPIRACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R063,RESPIRACION PERIODICA,ANORMALIDADES DE LA RESPIRACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R064,HIPERVENTILACION,ANORMALIDADES DE LA RESPIRACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R065,RESPIRACION CON LA BOCA,ANORMALIDADES DE LA RESPIRACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R066,HIPO,ANORMALIDADES DE LA RESPIRACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R067,ESTORNUDO,ANORMALIDADES DE LA RESPIRACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R068,OTRAS ANORMALIDADES DE LA RESPIRACION Y LAS NO ESPECIFICADAS,ANORMALIDADES DE LA RESPIRACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R070,DOLOR DE GARGANTA,DOLOR DE GARGANTA Y EN EL PECHO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R071,DOLOR EN EL PECHO AL RESPIRAR,DOLOR DE GARGANTA Y EN EL PECHO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R072,DOLOR PRECORDIAL,DOLOR DE GARGANTA Y EN EL PECHO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R073,OTROS DOLORES EN EL PECHO,DOLOR DE GARGANTA Y EN EL PECHO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R074,"DOLOR EN EL PECHO, NO ESPECIFICADO",DOLOR DE GARGANTA Y EN EL PECHO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R090,ASFIXIA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R091,PLEURESIA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R092,PARO RESPIRATORIO,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R093,ESPUTO ANORMAL,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R098,OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R100,ABDOMEN AGUDO,DOLOR ABDOMINAL Y PELVICO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R101,DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR,DOLOR ABDOMINAL Y PELVICO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R102,DOLOR PELVICO Y PERINEAL,DOLOR ABDOMINAL Y PELVICO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R103,DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN,DOLOR ABDOMINAL Y PELVICO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R104,OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS,DOLOR ABDOMINAL Y PELVICO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R11X,NAUSEA Y VOMITO,NAUSEA Y VOMITO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R12X,ACIDEZ,ACIDEZ,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R13X,DISFAGIA,DISFAGIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R14X,FLATULENCIA Y AFECCIONES AFINES,FLATULENCIA Y AFECCIONES AFINES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R15X,INCONTINENCIA FECAL,INCONTINENCIA FECAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R160,"HEPATOMEGALIA, NO CLASIFICADA EN OTRA PARTE","HEPATOMEGALIA Y ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R161,"ESPLENOMEGALIA, NO CLASIFICADA EN OTRA PARTE","HEPATOMEGALIA Y ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R162,"HEPATOMEGALIA CON ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE","HEPATOMEGALIA Y ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R17X,ICTERICIA NO ESPECIFICADA,ICTERICIA NO ESPECIFICADA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R18X,ASCITIS,ASCITIS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R190,"TUMEFACCION, MASA O PROMINENCIA INTRAABDOMINAL Y PELVICA",OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R191,SONIDOS INTESTINALES ANORMALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R192,PERISTALSIS VISIBLE,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R193,RIGIDEZ ABDOMINAL,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R194,CAMBIOS EN LOS HABITOS INTESTINALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R195,OTRAS ANORMALIDADES FECALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R196,HALITOSIS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R198,OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R200,ANESTESIA DE LA PIEL,ALTERACIONES DE LA SENSIBILIDAD CUTANEA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R201,HIPOESTESIA DE LA PIEL,ALTERACIONES DE LA SENSIBILIDAD CUTANEA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R202,PARESTESIA DE LA PIEL,ALTERACIONES DE LA SENSIBILIDAD CUTANEA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R203,HIPERESTESIA,ALTERACIONES DE LA SENSIBILIDAD CUTANEA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R208,OTRAS ALTERACIONES DE LA SENSIBILIDAD CUTANEA Y LAS NO ESPECIFICADAS,ALTERACIONES DE LA SENSIBILIDAD CUTANEA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R21X,SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS NO ESPECIFICADAS,SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS NO ESPECIFICADAS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R220,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R221,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R222,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL TRONCO","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R223,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R224,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R227,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN SITIOS MULTIPLES","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R229,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R230,CIANOSIS,OTROS CAMBIOS EN LA PIEL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R231,PALIDEZ,OTROS CAMBIOS EN LA PIEL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R232,RUBOR,OTROS CAMBIOS EN LA PIEL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R233,EQUIMOSIS ESPONTANEA,OTROS CAMBIOS EN LA PIEL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R234,CAMBIOS EN LA TEXTURA DE LA PIEL,OTROS CAMBIOS EN LA PIEL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R238,OTROS CAMBIOS DE LA PIEL Y LOS NO ESPECIFICADOS,OTROS CAMBIOS EN LA PIEL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R250,MOVIMIENTOS ANORMALES DE LA CABEZA,MOVIMIENTOS INVOLUNTARIOS ANORMALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R251,TEMBLOR NO ESPECIFICADO,MOVIMIENTOS INVOLUNTARIOS ANORMALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R252,CALAMBRES Y ESPASMOS,MOVIMIENTOS INVOLUNTARIOS ANORMALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R253,FASCICULACION,MOVIMIENTOS INVOLUNTARIOS ANORMALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R258,OTROS MOVIMIENTOS ANORMALES INVOLUNTARIOS Y LOS NO ESPECIFICADOS,MOVIMIENTOS INVOLUNTARIOS ANORMALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R260,MARCHA ATAXICA,ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R261,MARCHA PARALITICA,ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R262,"DIFICULTAD PARA CAMINAR, NO CLASIFICADA EN OTRA PARTE",ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R263,INMOVILIDAD,ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R268,OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS,ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R270,"ATAXIA, NO ESPECIFICADA",OTRAS FALLAS DE COORDINACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R278,OTRAS FALLAS DE LA COORDINACION Y LAS NO ESPECIFICADAS,OTRAS FALLAS DE COORDINACION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R290,TETANIA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R291,MENINGISMO,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R292,REFLEJOS ANORMALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R293,POSTURA ANORMAL,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R294,CHASQUIDO DE LA CADERA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R296,"TENDENCIA A CAER, NO CLASIFICADA EN OTRA PARTE",OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R298,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR Y LOS NO ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R300,DISURIA,DOLOR ASOCIADO CON LA MICCION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R301,TENESMO VESICAL,DOLOR ASOCIADO CON LA MICCION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R309,"MICCION DOLOROSA, NO ESPECIFICADA",DOLOR ASOCIADO CON LA MICCION,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R31X,"HEMATURIA, NO ESPECIFICADA",HEMATURIA NO ESPECIFICADA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R32X,"INCONTINENCIA URINARIA, NO ESPECIFICADA",INCONTINENCIA URINARIA NO ESPECIFICADA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R33X,RETENCION DE ORINA,RETENCION DE ORINA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R34X,ANURIA Y OLIGURIA,ANURIA Y OLIGURIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R35X,POLIURIA,POLIURIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R36X,DESCARGA URETRAL,DESCARGA URETRAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R390,EXTRAVASACION DE LA ORINA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R391,OTRAS DIFICULTADES DE LA MICCION,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R392,UREMIA EXTRARRENAL,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R398,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO Y LOS NO ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R400,SOMNOLENCIA,"SOMNOLENCIA, ESTUPOR Y COMA",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R401,ESTUPOR,"SOMNOLENCIA, ESTUPOR Y COMA",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
